0.01	-0.000708843	-0.000423479	0.00993135	0.00244897	0.01
0.02	-0.0012456	9.61865e-05	0.0198689	0.00158884	0.01
0.03	-0.00110587	0.00101424	0.029791	0.00120216	0.01
0.04	-0.00169868	0.00242173	0.0396388	0.00165224	0.01
0.05	-0.00151649	0.00337449	0.0495569	0.00294492	0.01
0.06	-0.000749091	0.00412871	0.0594641	0.00189305	0.01
0.07	-0.000985397	0.00521374	0.0693674	0.00228866	0.01
0.08	-0.00245512	0.00623665	0.0791705	0.00201607	0.01
0.09	-0.00518344	0.00778241	0.0886295	0.00209145	0.01
0.1	-0.00760401	0.00843261	0.0982744	0.0045864	0.01
0.11	-0.0109111	0.00982219	0.107571	0.00312558	0.01
0.12	-0.0147416	0.0121402	0.116474	0.00175078	0.01
0.13	-0.0184405	0.0136406	0.125605	0.00655317	0.01
0.14	-0.0215338	0.0158069	0.134826	0.00116025	0.01
0.15	-0.0242999	0.0190497	0.143833	0.00331792	0.01
0.16	-0.0264974	0.0226253	0.152871	0.00175864	0.01
0.17	-0.0276854	0.0254222	0.162361	0.00219049	0.01
0.18	-0.0292065	0.02744	0.172	0.00247638	0.01
0.19	-0.0311312	0.0303438	0.181336	0.0120429	0.01
0.2	-0.0332697	0.0334821	0.190548	0.000662913	0.01
0.21	-0.0365605	0.0380108	0.198791	0.0128733	0.01
0.22	-0.0397382	0.0417746	0.207452	0.00362773	0.01
0.23	-0.042597	0.0449203	0.216464	0.00224583	0.01
0.24	-0.0463898	0.0480768	0.22512	0.00166051	0.01
0.25	-0.0500438	0.0519603	0.233537	0.00259722	0.01
0.26	-0.0544336	0.0559379	0.241549	0.00185116	0.01
0.27	-0.058164	0.0592545	0.250172	0.00706097	0.01
0.28	-0.0609968	0.0623603	0.259205	0.00255947	0.01
0.29	-0.0647498	0.0662585	0.267571	0.0020273	0.01
0.3	-0.0689925	0.0691765	0.276101	0.00207613	0.01
0.31	-0.0721719	0.0731046	0.284687	0.00234518	0.01
0.32	-0.0740271	0.0774723	0.293448	0.00470735	0.01
0.33	-0.075803	0.082291	0.301986	0.00132044	0.01
0.34	-0.0780159	0.0875733	0.310138	0.000347885	0.01
0.35	-0.0809488	0.0923036	0.318402	0.00213131	0.01
0.36	-0.0834713	0.0966413	0.327009	0.00239435	0.01
0.37	-0.0867206	0.100908	0.335405	0.00290767	0.01
0.38	-0.0901136	0.104622	0.344005	0.00163283	0.01
0.39	-0.0939702	0.107535	0.352717	0.00483194	0.01
0.4	-0.0990159	0.108574	0.361245	0.00394221	0.01
0.41	-0.104626	0.109283	0.369447	0.184373	0.01
0.42	-0.109215	0.109738	0.378272	0.00179681	0.01
0.43	-0.112441	0.110206	0.387681	0.00203746	0.01
0.44	-0.115404	0.10975	0.397176	0.00429868	0.01
0.45	-0.118801	0.110304	0.406519	0.00171887	0.01
0.46	-0.122945	0.110713	0.415564	0.00175687	0.01
0.47	-0.127732	0.111591	0.424251	0.00171944	0.01
0.48	-0.132043	0.111566	0.433226	0.00222867	0.01
0.49	-0.135888	0.111348	0.442408	0.00229479	0.01
0.5	-0.140815	0.111266	0.45106	0.00170273	0.01
0.51	-0.146846	0.110113	0.458898	0.00275024	0.01
0.52	-0.152167	0.109575	0.467296	0.00286468	0.01
0.53	-0.158214	0.109238	0.475199	0.0013925	0.01
0.54	-0.164979	0.109412	0.482503	0.00811964	0.01
0.55	-0.171701	0.110553	0.489758	0.000991814	0.01
0.56	-0.179087	0.112147	0.496242	0.00254858	0.01
0.57	-0.186793	0.113699	0.502352	0.00192092	0.01
0.58	-0.193584	0.114926	0.509528	0.0046093	0.01
0.59	-0.201031	0.116005	0.516047	0.00186709	0.01
0.6	-0.209035	0.116558	0.521942	0.00352838	0.01
0.61	-0.217123	0.117925	0.527584	0.00292273	0.01
0.62	-0.225242	0.119635	0.533087	0.00351626	0.01
0.63	-0.232663	0.121612	0.539421	0.00400361	0.01
0.64	-0.240038	0.122547	0.546043	0.00193662	0.01
0.65	-0.24793	0.122937	0.5521	0.00139483	0.01
0.66	-0.25522	0.123935	0.558805	0.00320191	0.01
0.67	-0.262407	0.125934	0.565397	0.00329782	0.01
0.68	-0.270223	0.127272	0.571417	0.00233735	0.01
0.69	-0.277817	0.127769	0.577834	0.00359953	0.01
0.7	-0.285494	0.128105	0.584163	0.00371679	0.01
0.71	-0.292709	0.127712	0.591011	0.00283668	0.01
0.72	-0.299734	0.126066	0.597869	0.000570595	0.01
0.73	-0.307039	0.125667	0.60462	0.00247325	0.01
0.74	-0.315101	0.126361	0.610417	0.0041986	0.01
0.75	-0.323216	0.127319	0.616102	0.00130353	0.01
0.76	-0.33074	0.127473	0.622618	0.000498786	0.01
0.77	-0.337024	0.126855	0.630313	0.00300904	0.01
0.78	-0.342752	0.125245	0.638294	0.00272646	0.01
0.79	-0.348573	0.12456	0.646339	0.00222592	0.01
0.8	-0.353742	0.124328	0.654843	0.000940982	0.01
0.81	-0.358893	0.125139	0.663322	0.00124588	0.01
0.82	-0.364884	0.127397	0.670944	0.000818724	0.01
0.83	-0.371151	0.130415	0.678064	0.000762685	0.01
0.84	-0.378316	0.134404	0.683706	0.0236885	0.01
0.85	-0.386077	0.13757	0.689074	0.000719127	0.01
0.86	-0.394541	0.140392	0.693486	0.00103237	0.01
0.87	-0.403289	0.142796	0.697578	0.000966944	0.01
0.88	-0.412348	0.145771	0.700431	0.00242619	0.01
0.89	-0.421631	0.14881	0.702343	0.00170376	0.01
0.9	-0.431037	0.151421	0.704284	0.000259066	0.01
0.91	-0.440641	0.153044	0.706333	0.00892107	0.01
0.92	-0.450423	0.154593	0.707313	0.00259247	0.01
0.93	-0.460199	0.155871	0.70867	0.0029605	0.01
0.94	-0.469819	0.158069	0.709964	0.00226933	0.01
0.95	-0.479372	0.159664	0.712256	0.00201553	0.01
0.96	-0.488875	0.160716	0.715016	0.00315051	0.01
0.97	-0.498628	0.161729	0.716718	0.00601539	0.01
0.98	-0.508467	0.161926	0.718198	0.000918351	0.01
0.99	-0.518267	0.163308	0.719243	0.00120296	0.01
1	-0.52787	0.165456	0.720732	0.000383265	0.01
1.01	-0.53758	0.167571	0.721256	0.00243598	0.01
1.02	-0.547057	0.170606	0.721348	0.00104799	0.01
1.03	-0.556291	0.174297	0.721727	0.00171976	0.01
1.04	-0.565875	0.176952	0.721364	0.00249755	0.01
1.05	-0.575664	0.178653	0.720802	0.000335237	0.01
1.06	-0.585359	0.180391	0.719383	0.00131951	0.01
1.07	-0.595108	0.181328	0.71762	0.00203242	0.01
1.08	-0.604968	0.182527	0.717016	0.00188461	0.01
1.09	-0.614677	0.184623	0.716405	0.00138845	0.01
1.1	-0.624297	0.186505	0.714691	0.00146823	0.01
1.11	-0.633919	0.188766	0.713539	0.00161668	0.01
1.12	-0.643655	0.190776	0.713101	0.00207975	0.01
1.13	-0.653427	0.192651	0.713191	0.00199256	0.01
1.14	-0.663032	0.194733	0.71475	0.00292502	0.01
1.15	-0.672523	0.196159	0.717377	0.00449741	0.01
1.16	-0.681668	0.197782	0.720949	0.00246322	0.01
1.17	-0.690876	0.199911	0.724062	0.00185762	0.01
1.18	-0.700049	0.202676	0.726749	0.00215823	0.01
1.19	-0.709519	0.204127	0.729438	0.00311034	0.01
1.2	-0.719331	0.204959	0.730864	0.0011502	0.01
1.21	-0.728998	0.205011	0.733221	0.0044068	0.01
1.22	-0.738579	0.205029	0.735905	0.000774449	0.01
1.23	-0.747514	0.20396	0.740149	0.00719077	0.01
1.24	-0.756128	0.202687	0.744964	0.00190006	0.01
1.25	-0.765223	0.202061	0.748949	0.00386135	0.01
1.26	-0.773554	0.200375	0.75412	0.00167238	0.01
1.27	-0.781732	0.199415	0.759705	0.00118401	0.01
1.28	-0.790392	0.198832	0.764568	0.000861015	0.01
1.29	-0.799094	0.19935	0.769363	0.000855077	0.01
1.3	-0.807699	0.200635	0.774189	0.0010521	0.01
1.31	-0.81685	0.200907	0.778084	0.00200708	0.01
