0.01	0.00035962	-0.00074328	0.00993135	0.00160517	0.01
0.02	-0.000307555	-0.0012512	0.0198616	0.00299886	0.01
0.03	-0.00119619	-0.00209696	0.0297513	0.00281292	0.01
0.04	-0.00117864	-0.00179029	0.039712	0.00706372	0.01
0.05	-0.000952669	-0.00233018	0.0496601	0.0052039	0.01
0.06	-0.00159151	-0.00288152	0.0595895	0.00251185	0.01
0.07	-0.00124633	-0.00332698	0.0695386	0.00405798	0.01
0.08	-0.00128397	-0.0046029	0.0794216	0.00356725	0.01
0.09	-0.000828723	-0.00763474	0.0889032	0.000827974	0.01
0.1	-0.0010788	-0.0108998	0.0983147	0.000785442	0.01
0.11	-0.00193746	-0.0151023	0.107309	0.001841	0.01
0.12	-0.00235807	-0.0192499	0.11636	0.00353286	0.01
0.13	-0.00359228	-0.0236716	0.125204	0.00126057	0.01
0.14	-0.00526246	-0.0275001	0.134251	0.00468476	0.01
0.15	-0.00746913	-0.0297602	0.143702	0.00206267	0.01
0.16	-0.00882743	-0.0311985	0.153468	0.00221793	0.01
0.17	-0.00917209	-0.0314134	0.163425	0.00314286	0.01
0.18	-0.00986361	-0.0309701	0.173355	0.0145887	0.01
0.19	-0.0111423	-0.0306386	0.183231	0.00142264	0.01
0.2	-0.0114995	-0.0310332	0.193181	0.0011946	0.01
0.21	-0.0130639	-0.0311349	0.203021	0.00292877	0.01
0.22	-0.0134461	-0.0311872	0.212978	0.00365086	0.01
0.23	-0.0136041	-0.0309788	0.222938	0.00485216	0.01
0.24	-0.0144717	-0.0301246	0.232827	0.010692	0.01
0.25	-0.0154769	-0.0285624	0.242616	0.00186261	0.01
0.26	-0.0158001	-0.0280875	0.252563	0.00196773	0.01
0.27	-0.0152884	-0.0272622	0.262479	0.000561284	0.01
0.28	-0.0151277	-0.0256734	0.272314	0.00199264	0.01
0.29	-0.0137666	-0.0250519	0.282164	0.00186046	0.01
0.3	-0.0120789	-0.0256134	0.291967	0.00423971	0.01
0.31	-0.0101397	-0.0263355	0.301713	0.00254308	0.01
0.32	-0.00880199	-0.0281143	0.311424	0.00314272	0.01
0.33	-0.00689827	-0.0290672	0.321157	0.0128365	0.01
0.34	-0.00582902	-0.0302857	0.330987	0.000673708	0.01
0.35	-0.00534918	-0.0315652	0.340856	0.0011998	0.01
0.36	-0.00360566	-0.0333214	0.350506	0.00207407	0.01
0.37	-0.0014432	-0.035606	0.359959	0.00619471	0.01
0.38	0.00205923	-0.0386566	0.368773	0.00306731	0.01
0.39	0.00524492	-0.040845	0.377955	0.00302946	0.01
0.4	0.00791595	-0.0437256	0.38711	0.00111531	0.01
0.41	0.0114658	-0.0456868	0.396209	0.0023271	0.01
0.42	0.0156936	-0.0477651	0.404987	0.00620859	0.01
0.43	0.0189203	-0.0499975	0.414144	0.00205049	0.01
0.44	0.0223013	-0.051495	0.423394	0.00129803	0.01
0.45	0.0260131	-0.0533004	0.432461	0.00121807	0.01
0.46	0.0304293	-0.0548364	0.441258	0.00108352	0.01
0.47	0.0349193	-0.0561659	0.45005	0.00117188	0.01
0.48	0.0404267	-0.0580663	0.458131	0.00165301	0.01
0.49	0.0464714	-0.061075	0.465455	0.00236077	0.01
0.5	0.0531818	-0.0638774	0.472264	0.00207906	0.01
0.51	0.0608747	-0.0663618	0.478085	0.00425979	0.01
0.52	0.0690985	-0.0680763	0.483439	0.00341926	0.01
0.53	0.0775721	-0.0692842	0.488535	0.00190766	0.01
0.54	0.0863789	-0.0707964	0.492937	0.0010678	0.01
0.55	0.0956147	-0.0729567	0.495981	0.00348679	0.01
0.56	0.104813	-0.0757738	0.498566	0.00210528	0.01
0.57	0.113847	-0.0791227	0.501095	0.00218233	0.01
0.58	0.122342	-0.083718	0.503533	0.00119702	0.01
0.59	0.130073	-0.0891781	0.506638	0.0043359	0.01
0.6	0.138159	-0.0946024	0.508743	0.00281784	0.01
0.61	0.145824	-0.0999444	0.512197	0.0037197	0.01
0.62	0.152448	-0.105481	0.517165	0.00210336	0.01
0.63	0.158224	-0.11154	0.522564	0.00701182	0.01
0.64	0.163569	-0.118331	0.527517	0.00143727	0.01
0.65	0.168049	-0.125546	0.532721	0.00402815	0.01
0.66	0.172459	-0.132505	0.538318	0.00137577	0.01
0.67	0.176761	-0.138955	0.544571	0.00144445	0.01
0.68	0.180811	-0.146215	0.550058	0.00104249	0.01
0.69	0.184026	-0.153662	0.555838	0.00301924	0.01
0.7	0.186687	-0.161522	0.561348	0.00204926	0.01
0.71	0.18997	-0.168523	0.567625	0.000598576	0.01
0.72	0.192348	-0.174811	0.574975	0.000655519	0.01
